status,model_id,clip_id,video_id,audio_tags,reference,prediction,load_time_sec,latency_sec,rtf,vram_peak_gb,ram_delta_gb,cer_strict,wer_strict,cer_norm,wer_norm,exact_strict,exact_norm,timestamp_repaired_chunks,timestamp_valid,timestamp_chunks,timestamp_coverage
OK,phowhisper_small,asr_L29_V001_01,L29_V001,speech,với xã tân bằng huyện thới bình tại cà mau để cùng tìm hiểu về nghề đan lục bình nghệ thuật và bên cạnh đó hiểu hơn về những hoàn cảnh những câu chuyện đặc biệt tại đây những câu chuyện đời nhiều bất hạnh những dáng đi liêu xiêu những bàn tay run run chậm chạp,với xã tân bằng huyện thái bình tại cà mau để cùng tìm hiểu về nghề năng lục bình nghệ thuật và bên cạnh đó hiểu hơn về những hoàn cảnh những câu chuyện đặc biệt tại đây những câu chuyện đời nhiều bất hạnh những dáng đi liêu xiêu những bàn tay run run chậm chạp.,5.213337400000455,2.1987970000009227,0.073293233333364,0.7764749526977539,0.0040245056152343,0.0192307692307692,0.0526315789473684,0.0153846153846153,0.0350877192982456,False,False,1,True,1,1.0
OK,phowhisper_small,asr_L29_V001_02,L29_V001,speech,lúc đầu khi mà chưa được biết đến rộng rãi như bây giờ á các chị sẽ tự tìm đến mình hay là chị sẽ đi tìm từng hoàn cảnh từng câu chuyện để mời đến đây và động viên mọi người tham gia ạ dạ nhờ thông tin của xã rồi chị cũng đi họp chị triển khai ra cho chị em rồi chị em nắm được chỗ đó rồi hỏi thăm đến rồi thành lập ra tổ riêng cho mình rồi đưa một hai chị đi học cái cơ bản rồi về hướng dẫn lại dạ rồi dần dần thì coi như là mấy chị trong xã và ngoài xã đều biết đến,đầu khi mà chưa được biết đến rộng rãi như bây giờ á các chị sẽ tự tìm đến mình hay là chị sẽ đi tìm từng hoàn cảnh từng câu chuyện để mời đến đây và tham gia động viên mọi người đến ạ nhà cũng thông tin của xã rồi chị cũng đi họp chị cũng triển khai ra cho chị em rồi chị em nắm được cái chỗ đó rồi hỏi thăm đến rồi thành lập a a tổ riêng nhóm cho mình rồi đưa một hai chị để học cái cơ bản về hướng dẫn lại dạ rồi dần dần thì coi như là mấy chị trong xã và xã ngoài để nó nhận ra.,5.213337400000455,4.045413199997711,0.1348471066665903,0.793726921081543,0.0003547668457031,0.1349036402569593,0.1652173913043478,0.1349036402569593,0.1652173913043478,False,False,1,True,1,1.0
OK,phowhisper_small,asr_L29_V001_03,L29_V001,speech,dạ như cái này kêu là cái rổ như rổ cua hay kêu là cái gì đó như cái rổ này là một ngày mình làm mấy cái không như mấy người lanh lẹ tay thì làm ngày có cả chục cái cũng có mà như tui dở lắm chỉ làm ngày cỡ ba bốn cái hai ba cái cũng chừng cũng như là lúc nào rảnh rỗi thì làm chứ hổng có làm xuyên suốt rồi hồi đó sao mà chị biết tới câu lạc bộ này cái này là nhờ hội phụ nữ này nè chị phương nè chi hội trưởng phụ nữ á chỉ hỏi mấy người hàng xóm á là,hát như cái như cái này kêu là cái gỗ như gỗ cua hay kêu là cái gì đó như cái gỗ này là một ngày mình làm mấy cái hôm như mấy người manh nhạnh tay thì làm ngay có cả chục cái cũng có mà hổng như chui giỏi lắm cứ làm ngay cả ba bốn cái hai ba cái cũng chừng cũng như là lúc nào gắn đổ thì làm chứ họ hổng có làm xin suốt rồi hồi đó sao mà chị mời viết tới câu lạc bộ này cái này hậu đĩa hai cái bạch chí trẻ phụ nữ này nè chứ phương nè chiếc chế phẩm á bảo hội cái người hàng xóm á là.,5.213337400000455,3.741957400001411,0.1247319133333803,0.7932171821594238,8.0108642578125e-05,0.2345132743362832,0.3421052631578947,0.2323008849557522,0.3333333333333333,False,False,1,True,1,1.0
OK,phowhisper_small,asr_L29_V001_04,L29_V001,speech,trong đoạn đầu nè ha rồi tới em làm cái này em làm được cái đó mình lật lên cái xong mình úp vậy nè chứ mình không có lật ngang lật lên úp qua đó à đúng đúng đúng hay quá có nghề rồi đó à một cuộn như vậy là mười mét hiện nay mình bán cho công ty thì được mười hai ngàn một cuộn mà nếu mình làm gia công thì được năm ngàn tìm nguyên liệu rồi làm ra nữa thì nói chung,trong đoạn đầu nè ha nè rồi tới em làm à cái này em làm được cái đó mình cứ lật linh cái gì mình úp vậy nè chứ mình không có lật nghe là mình sẽ lật linh úp qua đó a đúng đúng đúng hay quá đó đó có nghề rồi đó há vậy đó à một bánh như vậy là mười mét mười mét hiện nay mình bán cho công ty thì được mười hai ngàn một bánh mà nếu mình làm gia công thì được năm ngàn tìm nguyên liệu rồi ra nữa thì nói chung.,5.213337400000455,2.9144659000012325,0.0971488633333744,0.7862887382507324,5.7220458984375e-05,0.1830601092896175,0.25,0.180327868852459,0.2386363636363636,False,False,1,True,1,1.0
OK,phowhisper_small,asr_L29_V004_01,L29_V004,speech,là nghề gác kèo ong chào anh hoàng em được biết đây là cái kèo đúng không dạ đúng rồi cái này là cái kèo mình chuẩn bị đi gác á sao những cái cây này nó có hai cái lỗ ở hai đầu để làm gì ạ hiện nay á là có số mình khoét lỗ có số thì chưa dạ những cây có số là khoét lỗ rồi đây là một cây tràm cây tràm là mình chọn cái cây tương đối ngay mình xẻ ra làm đôi rồi mình dùng bào mình bào cho nó láng để ong nó mau về,là nghề gác kèo ông chào anh hoàng em được biết đây là cái kèo đúng không dạ đúng rồi cái này là cái kèo mình chuẩn bị đi gác á sau những cái cây này nó có hai cái lỗ hai cái đầu là để làm gì ạ hiện nay là có số là có phân lỗ rồi có số được chưa dạ những cái số là phân lỗ rồi đây là một cây tràm ha cái tràm là mình làm mình chuẩn cái cây của tương đối ngay mình xả ra nó trong rồi mình dìm bào thay đổi nội vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng vàng,5.213337400000455,8.601700200000778,0.2867233400000259,0.8349776268005371,0.0002250671386718,1.9368932038834952,1.6730769230769231,1.9368932038834952,1.6730769230769231,False,False,1,True,1,0.9993333333333332
OK,phowhisper_small,asr_L29_V004_02,L29_V004,speech,không có dài cỡ mười ngày là nó tàn bông à dạ còn tràm thì cỡ tháng mười hai tháng mười là lại rộ bông dạ thì điển hình nhất là bây giờ em thấy là tràm nè rồi những cây như chuối nè ngoài ra còn có cái mô hình kinh tế kết hợp ờ ở đây chuối là chỉ trồng lấy ngắn nuôi dài thôi do kinh tế nó cũng không cao ở đây là vùng u minh hạ là mình trồng rừng tràm ở đây chủ yếu mình khai thác là rừng tràm với ong với cá thôi dạ chứ mình sống,không có dài dạ mười ngày là nó ướt bông à dạ còn nói dạ chào mười ba mươi tháng mười cô lại dựng con dạ thì điển hình nhất là bây giờ em thấy là tràm nè rồi những cây như chuối nè ngoài ra còn có cái mô hình kinh tế đồng thời ờ cái đây là chuối là chỉ chồng lấy ngắn mua dài thôi do kinh tế nó cũng không cao dạ ở đây là gần kiêng giê là mình trồng gừng tràm ở đây chỉ mình khai thác là gừng tràm với ông với bậc cá thôi dạ chứ mình sống.,5.213337400000455,3.915094500000123,0.1305031500000041,0.7931704521179199,9.1552734375e-05,0.1786542923433874,0.2761904761904762,0.1763341067285382,0.2666666666666666,False,False,1,True,1,0.9993333333333332
OK,phowhisper_small,asr_L29_V004_03,L29_V004,speech,một khung cảnh rừng xanh vừa đẹp quyến rũ vừa thâm u huyền bí không gian trong trẻo không khí mát lạnh con người hòa nhập với thiên nhiên gần gũi thân mật như những người bạn tri kỷ dạ đây là một cái nhen để tạo khói khi mà mình leo lên để mình cắt cái tổ ong á thì nó sẽ hạn chế được cái việc mà ong nó sẽ bấu víu nó sẽ chích vô người mình anh ơi cái cây này gọi là cây gì vậy,một khúc cạch trứng xanh vừa đẹp quyến rũ vừa thâm u huyền mỹ không nhạc trong trẻo không kín mát lạnh có người hòa nhập với thiên nhiên gần gũi thân mật như những người bạn tri da đây là một cái cây để tạo khối khi mà mình lên để mình à gỡ cái tổ ong á thì nó sẽ hạn chế được cái việc mà ong nó sẽ bấu víu nó sẽ chết nó sẽ chết cho người bệnh anh ơi cái cây này gọi là cây dịp mà.,5.213337400000455,3.337820799999463,0.1112606933333154,0.7888493537902832,0.0001220703125,0.1485411140583554,0.2444444444444444,0.1485411140583554,0.2444444444444444,False,False,1,True,1,0.9993333333333332
OK,phowhisper_small,asr_L29_V004_04,L29_V004,speech,trong những chỗ này nó sẽ đẻ lại nữa là giờ đó là tổ ong đã ở rất lâu nha dạ đúng rồi tổ ong mình lấy mật ba lần bốn lần nhưng mà nó ở hoài tổ ong ở đó sáu tháng luôn chưa đi tổ ong mà nếu mà nó có tách chia đàn á là tổ ong ở lâu nè có khi là một tổ ong là tách hai ba đàn nữa cái này là đưa mũ chúa rồi nè coi nè bóp vô nè bóp vô nè nó xịt mật ra nè mật đậm đặc đó hen rất là kẹo luôn vậy đó,trong cái chỗ này những chỗ này nó sẽ đẻ lại nữa là giờ đó là tổ ong đã ở rất lâu nha dạ luôn rồi tổ ong mình thấy thắt ông ba lần bốn lần nhưng mà nó ở nhà tổ ong ở đó sáu tháng luôn nó đi tổ ong mà nếu mà nó có tách chui gì là tổ ong ở lâu nà có khi là một tổ ong là tách hai ba đàn nữa cái này là đưa một nụ chúa rồi nà tỏ tổ ong này nó ở đâu gặp lại là đưa dô nè đưa dô nè nó hút mật ra hả đành động đó hen rất là dắt eo gì là.,5.213337400000455,3.886649899999611,0.1295549966666537,0.7931704521179199,0.0001258850097656,0.2780612244897959,0.3644859813084112,0.2755102040816326,0.3644859813084112,False,False,1,True,1,0.9993333333333332
OK,phowhisper_small,asr_L29_V008_01,L29_V008,speech,nguyên bảo xin được gửi lời chào đến quý vị khán giả đang theo dõi chương trình đôi mắt mekong thưa quý vị ngày hôm nay thì nguyên bảo đang có mặt tại thị trấn rạch gốc huyện ngọc hiển của tỉnh cà mau và ngay bây giờ xin mời quý vị khán giả chúng ta sẽ cùng vào đến đây với nguyên bảo để chúng ta sẽ khám phá trải nghiệm và tham quan về nghề làm tôm khô tại doanh nghiệp tư nhân chí tâm và bên cạnh nguyên bảo ngay lúc này đây là chị my đại diện cho doanh nghiệp chí tâm sẽ có những chia sẻ để chúng ta biết hơn về quy trình sản xuất tôm ngày hôm nay rất là vui khi mà,nguyên bảo xin được gởi lời chào đến quý vị khán giả đang theo dõi chương trình đôi mắt mê con thật sự quý vị ngày hôm nay thì tình bảo đang có mặt tại thị trấn gạch gốc huy cộng hiệu của tỉnh cà mau và ngày tây tỳ xin mời quý vị khán giả chúng ta sẽ cùng vào đến đây với nguyên bảo để chúng ta sẽ khám phá trải nghiệm và tham quan về nghề làm tôm khô tại doanh nghiệp tư nhân chí lâm và bên cạnh nguyên bảo ngay lúc này đây là anh linh đại diện cho doanh nghiệp chí tâm sẽ có những chia sẻ để chúng ta biết hơn về quy trình làm nào cũng nhờ đánh bắt tôm ngày hôm nay rất là vui khi mà.,5.213337400000455,4.910005000001547,0.1636668333333849,0.8037939071655273,0.0,0.1056338028169014,0.1769230769230769,0.1038732394366197,0.1692307692307692,False,False,1,True,1,1.0
OK,phowhisper_small,asr_L29_V008_02,L29_V008,speech,luộc là khâu khó luộc thì phải cần những người có tay nghề tiếp đến là mình sấy rồi phân cỡ ra sấy xong rồi mới phân cỡ ra dạ đúng rồi rồi tới khâu bóc vỏ đập vỏ tôm á riêng khâu đóng gói thì em sẽ đóng gói hút chân không để bảo quản lâu hơn nhưng mà chắc là làm bằng máy hết á anh dạ bằng máy hết gia đình bảo thử tưởng tượng nha một ngày làm khoảng bảy đến mười tấn mà làm tay không làm nổi hồi xưa làm ít thì làm tay bây giờ làm nhiều phải làm máy,luộc là là khó luộc thì phải cần một là những người những người có có tay nghề tiếp đến là mình à xảy rồi phân cỡ ra xảy xong rồi mới phân cỡ ra bảo đồng là rồi tới khâu đập khâu đập dạ độc lập đập đập tôm á riêng gì khâu đóng gói thì em sẽ đóng gói bằng hút chưng không dạ để rồi bảo quản lâu hơn nhưng mà chắc là bảo mấy hết á nhé bằng mấy hết tới gia đình bảo thử tưởng tượng nha một ngày làm khoảng bảy đến mười tấn và làm tay không làm nổi dạ hồi xưa và làm ít thì về làm lâu hơn.,5.213337400000455,8.67359800000122,0.289119933333374,0.8351254463195801,0.0003929138183593,0.2977777777777777,0.3925233644859813,0.2977777777777777,0.3925233644859813,False,False,1,True,1,1.0
